date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:46	34854/34854	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2003:06:52%20GMT	http://pdamgowa.co.id/berita/perumda-air-minum-tirta-jeneberang-tingkatkan-kualitas-layanan-melalui-pelatihan-dan-studi-banding	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/berita/perumda-air-minum-tirta-jeneberang-tingkatkan-kualitas-layanan-melalui-pelatihan-dan-studi-banding.html	(from https://pdamgowa.co.id/)
10:06:46	35834/35834	---M--	200	added ('OK')	image/jpeg	etag:%228bfa-620bccc693f5a%22	https://pdamgowa.co.id/upload/small-6dcfc67e436822758ee7459faa4be15520559191420240828.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-6dcfc67e436822758ee7459faa4be15520559191420240828.jpg	(from https://pdamgowa.co.id/)
10:06:46	35239/35239	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2003:06:54%20GMT	http://pdamgowa.co.id/berita/perumda-air-minum-tirta-jeneberang-kabupaten-gowa-raih-juara-pertama-kategori-perumda-sedang-pembiayaan-alternatif-pada-perpamsi-award-2024	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/berita/perumda-air-minum-tirta-jeneberang-kabupaten-gowa-raih-juara-pertama-kategori-perumda-sedang-pembiayaan-alternatif-pada-perpamsi-award-2024.html	(from https://pdamgowa.co.id/)
10:06:47	29334/29334	---M--	200	added ('OK')	image/jpeg	etag:%227296-61e94957e86c7%22	https://pdamgowa.co.id/upload/small-597a76a7b0a10de9d3afd6d38c831578131911747520240801.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-597a76a7b0a10de9d3afd6d38c831578131911747520240801.jpg	(from https://pdamgowa.co.id/)
10:06:48	34247/34247	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2003:06:55%20GMT	http://pdamgowa.co.id/berita/fgd-renbis-tahap-2-penyusunan-renbis-perumda-tirta-jeneberang-dalam-kerjasama-dengan-iuwash-usaid	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/berita/fgd-renbis-tahap-2-penyusunan-renbis-perumda-tirta-jeneberang-dalam-kerjasama-dengan-iuwash-usaid.html	(from https://pdamgowa.co.id/)
10:06:48	40147/40147	---M--	200	added ('OK')	image/jpeg	etag:%229cd3-61df64e4a90de%22	https://pdamgowa.co.id/upload/small-ccda5e26fb11e95c9fa23ee7d1371145207701696220240724.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-ccda5e26fb11e95c9fa23ee7d1371145207701696220240724.jpg	(from https://pdamgowa.co.id/)
10:06:50	34592/34592	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2003:06:56%20GMT	http://pdamgowa.co.id/berita/acara-fgd-bisnis-plan-perumda-air-minum-tirta-jeneberang	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/berita/acara-fgd-bisnis-plan-perumda-air-minum-tirta-jeneberang.html	(from https://pdamgowa.co.id/)
10:06:50	38147/38147	---M--	200	added ('OK')	image/jpeg	etag:%229503-61d80a3c5eb4f%22	https://pdamgowa.co.id/upload/small-2706fc50905fc3cbf01501de8de9694520344294020240718.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-2706fc50905fc3cbf01501de8de9694520344294020240718.jpg	(from https://pdamgowa.co.id/)
10:06:51	35060/35060	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2003:06:58%20GMT	http://pdamgowa.co.id/berita/pembukaan-pelatihan-pelayanan-prima-untuk-kepuasan-pelanggan-ke2-oleh-dirut-perumda-tirta-jeneberang-di-hotel-maleo-makassar	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/berita/pembukaan-pelatihan-pelayanan-prima-untuk-kepuasan-pelanggan-ke2-oleh-dirut-perumda-tirta-jeneberang-di-hotel-maleo-makassar.html	(from https://pdamgowa.co.id/)
10:06:52	34861/34861	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2003:06:59%20GMT	http://pdamgowa.co.id/berita/fashion-karnaval-perumda-air-minum-tirta-jeneberang-raih-prestasi-juara-harapan-2-di-beautiful-malino-2024	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/berita/fashion-karnaval-perumda-air-minum-tirta-jeneberang-raih-prestasi-juara-harapan-2-di-beautiful-malino-2024.html	(from https://pdamgowa.co.id/)
10:06:53	48399/48399	---M--	200	added ('OK')	image/jpeg	etag:%22bd0f-61d3158fb0427%22	https://pdamgowa.co.id/upload/small-0b3324395676557c146a72943acb92f5121301797720240714.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-0b3324395676557c146a72943acb92f5121301797720240714.jpg	(from https://pdamgowa.co.id/)
10:06:54	34247/34247	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2003:07:01%20GMT	http://pdamgowa.co.id/berita/karnaval-perumda-air-minum-tirta-jeneberang-di-beautiful-malino-2024	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/berita/karnaval-perumda-air-minum-tirta-jeneberang-di-beautiful-malino-2024.html	(from https://pdamgowa.co.id/)
10:06:54	39905/39905	---M--	200	added ('OK')	image/jpeg	etag:%229be1-61d1ec53a0320%22	https://pdamgowa.co.id/upload/small-01c7045bdad93aad911042cdf25417e997548106820240713.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-01c7045bdad93aad911042cdf25417e997548106820240713.jpg	(from https://pdamgowa.co.id/)
10:06:54	43790/43790	---M--	200	added ('OK')	image/jpeg	etag:%22ab0e-622ff1c842903%22	https://pdamgowa.co.id/upload/small-3416a12facd792bbef103a579b50b8e4154559314720240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-3416a12facd792bbef103a579b50b8e4154559314720240926.jpg	(from https://pdamgowa.co.id/)
10:06:54	31551/31551	---M--	200	added ('OK')	image/jpeg	etag:%227b3f-622ff1947fcd2%22	https://pdamgowa.co.id/upload/small-3fca6a675ec28734a1d964dfdf0a01b857567158220240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-3fca6a675ec28734a1d964dfdf0a01b857567158220240926.jpg	(from https://pdamgowa.co.id/)
10:06:55	1702033/1702033	---M--	200	added ('OK')	image/jpeg	etag:%2219f891-622ff1c842903%22	https://pdamgowa.co.id/upload/3416a12facd792bbef103a579b50b8e4154559314720240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/3416a12facd792bbef103a579b50b8e4154559314720240926.jpg	(from https://pdamgowa.co.id/)
10:06:56	42762/42762	---M--	200	added ('OK')	image/jpeg	etag:%22a70a-622ff15390c65%22	https://pdamgowa.co.id/upload/small-006628fb9e5f8d5cf776626e0c02149f205454872920240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-006628fb9e5f8d5cf776626e0c02149f205454872920240926.jpg	(from https://pdamgowa.co.id/)
10:06:56	39218/39218	---M--	200	added ('OK')	image/jpeg	etag:%229932-622ff0be0d22c%22	https://pdamgowa.co.id/upload/small-94c97ea5063819f222b62eb972a144c650648318920240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-94c97ea5063819f222b62eb972a144c650648318920240926.jpg	(from https://pdamgowa.co.id/)
10:06:57	1517953/1517953	---M--	200	added ('OK')	image/jpeg	etag:%22172981-622ff1538fcc5%22	https://pdamgowa.co.id/upload/006628fb9e5f8d5cf776626e0c02149f205454872920240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/006628fb9e5f8d5cf776626e0c02149f205454872920240926.jpg	(from https://pdamgowa.co.id/)
10:06:57	42660/42660	---M--	200	added ('OK')	image/jpeg	etag:%22a6a4-622ff107177a1%22	https://pdamgowa.co.id/upload/small-5dd5d7dba2b6b0c9c2363026eda37faa61292336820240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-5dd5d7dba2b6b0c9c2363026eda37faa61292336820240926.jpg	(from https://pdamgowa.co.id/)
10:06:58	40343/40343	---M--	200	added ('OK')	image/jpeg	etag:%229d97-622ff075b7781%22	https://pdamgowa.co.id/upload/small-7f599636ce17415a8ef956d7a0fca237207065643920240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-7f599636ce17415a8ef956d7a0fca237207065643920240926.jpg	(from https://pdamgowa.co.id/)
10:06:58	1737968/1737968	---M--	200	added ('OK')	image/jpeg	etag:%221a84f0-622ff0be0d22c%22	https://pdamgowa.co.id/upload/94c97ea5063819f222b62eb972a144c650648318920240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/94c97ea5063819f222b62eb972a144c650648318920240926.jpg	(from https://pdamgowa.co.id/)
10:06:58	40904/40904	---M--	200	added ('OK')	image/jpeg	etag:%229fc8-622ff035418b2%22	https://pdamgowa.co.id/upload/small-a7b31a83d38a0bdbfc2cadc074eb450469335072420240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-a7b31a83d38a0bdbfc2cadc074eb450469335072420240926.jpg	(from https://pdamgowa.co.id/)
10:06:59	1872530/1872530	---M--	200	added ('OK')	image/jpeg	etag:%221c9292-622ff10716801%22	https://pdamgowa.co.id/upload/5dd5d7dba2b6b0c9c2363026eda37faa61292336820240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/5dd5d7dba2b6b0c9c2363026eda37faa61292336820240926.jpg	(from https://pdamgowa.co.id/)
10:06:59	41934/41934	---M--	200	added ('OK')	image/jpeg	etag:%22a3ce-622fef518262a%22	https://pdamgowa.co.id/upload/small-499737983f0d1f39d3633bf9cf3c5ad678957232320240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-499737983f0d1f39d3633bf9cf3c5ad678957232320240926.jpg	(from https://pdamgowa.co.id/)
10:06:59	1829153/1829153	---M--	200	added ('OK')	image/jpeg	etag:%221be921-622ff075b7781%22	https://pdamgowa.co.id/upload/7f599636ce17415a8ef956d7a0fca237207065643920240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/7f599636ce17415a8ef956d7a0fca237207065643920240926.jpg	(from https://pdamgowa.co.id/)
10:07:01	112676/112676	---M--	200	added ('OK')	image/png	etag:%221b824-61f236954e0a4%22	https://pdamgowa.co.id/upload/small-a0dbc6e37bd08fe74704670169da058e112197439520240808.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-a0dbc6e37bd08fe74704670169da058e112197439520240808.png	(from https://pdamgowa.co.id/)
10:07:01	1931116/1931116	---M--	200	added ('OK')	image/jpeg	etag:%221d776c-622ff035418b2%22	https://pdamgowa.co.id/upload/a7b31a83d38a0bdbfc2cadc074eb450469335072420240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/a7b31a83d38a0bdbfc2cadc074eb450469335072420240926.jpg	(from https://pdamgowa.co.id/)
10:07:01	1447726/1447726	---M--	200	added ('OK')	image/jpeg	etag:%2216172e-622ff1947fcd2%22	https://pdamgowa.co.id/upload/3fca6a675ec28734a1d964dfdf0a01b857567158220240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/3fca6a675ec28734a1d964dfdf0a01b857567158220240926.jpg	(from https://pdamgowa.co.id/)
10:07:02	129998/129998	---M--	200	added ('OK')	image/png	etag:%221fbce-5b3f48ed0e440%22	https://pdamgowa.co.id/upload/small-fe6f54240b8b966f1a7900bab68bda97185713088720201113.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-fe6f54240b8b966f1a7900bab68bda97185713088720201113.png	(from https://pdamgowa.co.id/)
10:07:02	138664/138664	---M--	200	added ('OK')	image/png	etag:%2221da8-5b3f4918ecbc0%22	https://pdamgowa.co.id/upload/small-fb28d858f763c3b66856ea01a49aecbd95357653220201113.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-fb28d858f763c3b66856ea01a49aecbd95357653220201113.png	(from https://pdamgowa.co.id/)
10:07:02	1924137/1924137	---M--	200	added ('OK')	image/jpeg	etag:%221d5c29-622fef518168a%22	https://pdamgowa.co.id/upload/499737983f0d1f39d3633bf9cf3c5ad678957232320240926.jpg	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/499737983f0d1f39d3633bf9cf3c5ad678957232320240926.jpg	(from https://pdamgowa.co.id/)
10:07:03	165625/165625	---M--	200	added ('OK')	image/png	etag:%22286f9-5b3f493e1e380%22	https://pdamgowa.co.id/upload/small-d815f37c5a52f17e9ce273ca6eda30df157795934420201113.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-d815f37c5a52f17e9ce273ca6eda30df157795934420201113.png	(from https://pdamgowa.co.id/)
10:07:03	148298/148298	---M--	200	added ('OK')	image/png	etag:%222434a-5b4466c67b6c0%22	https://pdamgowa.co.id/upload/small-97f93001a32d7a043b10ff77b8dc628634183983420201117.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-97f93001a32d7a043b10ff77b8dc628634183983420201117.png	(from https://pdamgowa.co.id/)
10:07:03	99210/99210	---M--	200	added ('OK')	image/png	etag:%221838a-5b4c06f627fc0%22	https://pdamgowa.co.id/upload/small-461646f60548504b43df106b8290d7c888389954920201123.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-461646f60548504b43df106b8290d7c888389954920201123.png	(from https://pdamgowa.co.id/)
10:07:03	112676/112676	---M--	200	added ('OK')	image/png	etag:%221b824-61f236b30bc00%22	https://pdamgowa.co.id/upload/small-457fc75a792eecad52521725add9b64088580078720240808.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-457fc75a792eecad52521725add9b64088580078720240808.png	(from https://pdamgowa.co.id/)
10:07:03	112676/112676	---M--	200	added ('OK')	image/png	etag:%221b824-61f236c6f0cf6%22	https://pdamgowa.co.id/upload/small-7c48c7c1d89807c9efda90f0bc596cfd116330156920240808.png	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/upload/small-7c48c7c1d89807c9efda90f0bc596cfd116330156920240808.png	(from https://pdamgowa.co.id/)
10:07:03	95931/95931	---M-Z	200	added ('OK')	application/javascript	etag:%22176bb-5b31f54588a00-gzip%22	https://pdamgowa.co.id/content/themes-1/assets/js/vendor/jquery-1.11.2.min.js	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/content/themes-1/assets/js/vendor/jquery-1.11.2.min.js	(from https://pdamgowa.co.id/)
10:07:04	35601/35601	---M-Z	200	added ('OK')	application/javascript	etag:%228b11-5b31f54588a00-gzip%22	https://pdamgowa.co.id/content/themes-1/assets/js/vendor/bootstrap.min.js	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/content/themes-1/assets/js/vendor/bootstrap.min.js	(from https://pdamgowa.co.id/)
10:07:04	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2003:07:12%20GMT	https://pdamgowa.co.id/content/themes-1/assets/js/owl.carousel.min.js	C:/xampp/htdocs/pdamgowa/pdamgowa.co.id/content/themes-1/assets/js/owl.carousel.min.js	(from https://pdamgowa.co.id/)
